,i,year,month,acyear,title,category,inst,instclass,url
9332,9332,2013,12,2013,Postdoctoral Fellow in Extragalactic Astrophysics - JRID46594,Post-doctoral Positions and Fellowships,University of Missouri - Kansas City,Large Academic,../job_view?JobID=46594
9333,9333,2004,4,2003,FCRAO Postdoc/MM-Wave Instrumentation - JRID22119,PostV,University of Massachusetts,Large Academic,../job_view?JobID=22119
9334,9334,2006,10,2006,Lindheimer Postdoctoral Fellowship - JRID27438,PostV,Northwestern University,Large Academic,../job_view?JobID=27438
9335,9335,2005,6,2005,TMT Scientific Instrument Manager - JRID24600,Rsrch,Association of Canadian Universities for,Foreign,../job_view?JobID=24600
9336,9336,2012,11,2012,Postdoctoral Position(s) in Observational Cosmology at ETH Zurich - JRID43632,Post-doctoral Positions and Fellowships,ETH Zurich,Large Academic,../job_view?JobID=43632
9337,9337,2004,4,2003,Siding Spring Observatory Manager/Resident Astronomer - JRID22110,MngOth,Australian National University,Large Academic,../job_view?JobID=22110
9338,9338,2004,4,2003,Postdoctoral fellowship Multiwavelength Emission of Active Galaxies - JRID22113,PostV,INAF - Osservatorio Astrofisico di Arcet,Foreign,../job_view?JobID=22113
9339,9339,2006,10,2006,Clare Boothe Luce Professorship in Physics - JRID27432,TT,Agnes Scott College,Small Academic,../job_view?JobID=27432
9340,9340,2006,10,2006,Faculty Position in Cosmology - JRID27435,TT,"University of California, Davis",Large Academic,../job_view?JobID=27435
9341,9341,2012,11,2012,Postdoctoral Research Associate in Astrophysics - JRID43638,Post-doctoral Positions and Fellowships,"Department of Applied Mathematics and Theoretical Physics, University of Cambridge",Large Academic,../job_view?JobID=43638
9342,9342,2004,4,2003,Postdoctoral research position on  Starbursts from the local Universe to high redshift - JRID22116,PostV,"Geneva Observatory, Geneva University",Large Academic,../job_view?JobID=22116
9343,9343,2015,6,2015,OUTSTANDING YOUNG RESEARCHER AND POSTDOCTORAL POSITIONS - JRID51198,Post-doctoral Positions and Fellowships,"Institute of Astronomy, Geophysics and Atmospheric Sciences (IAG/USP)",Foreign,../job_view?JobID=51198
9344,9344,2006,11,2006,Post-doc in Extragalactic Star Clusters - JRID27786,PostV,"Astronomical Institute, University of Ut",Foreign,../job_view?JobID=27786
9345,9345,2011,11,2011,Postdoctoral Research Position in Observational Radio/Summ Astronomy - JRID40841,Post-doctoral Positions and Fellowships,Pontificia Universidad Catolica de Chile,Foreign,../job_view?JobID=40841
9346,9346,2011,11,2011,Postdoctoral Position in Extragalactic Astrophysics  - JRID40847,Post-doctoral Positions and Fellowships,University of Toledo,Large Academic,../job_view?JobID=40847
9347,9347,2011,11,2011,Columbia Prize Postdoctoral Fellowship – Astronomy/Astrophysics - JRID40844,Post-doctoral Positions and Fellowships,Columbia University,Large Academic,../job_view?JobID=40844
9348,9348,2004,2,2003,Post-doctoral Research Position in Astronomical Instrumentation - JRID21873,PostV,University of Oxford,Large Academic,../job_view?JobID=21873
9349,9349,2004,2,2003,Post-doctoral Research Position in Radio Astronomy - JRID21870,PostV,University of Oxford,Large Academic,../job_view?JobID=21870
9350,9350,2004,2,2003,Postdoctoral Research Associates in High Energy Astrophysics - JRID21876,PostV,University of Massachusetts,Large Academic,../job_view?JobID=21876
9351,9351,2014,7,2014,NEO POSTDOCTORAL FELLOWSHIP - ID# 14275 - JRID48411,Post-doctoral Positions and Fellowships,Research Corporation of the University of Hawaii,Government Agency,../job_view?JobID=48411
9352,9352,2004,2,2003,Support Scientist - JRID21879,RsrchSp,"University of California, Santa Cruz",Large Academic,../job_view?JobID=21879
9353,9353,2014,11,2014,Multiple PhD Positions at University of Amsterdam - JRID49493,Pre-doctoral/Graduate Positions,"API &amp; GRAPPA, University of Amsterdam",Foreign,../job_view?JobID=49493
9354,9354,2005,11,2005,postdoctoral researcher in the areas of high-energy astrophysics and/or plasma physics - JRID25362,PostV,University of Kansas,Large Academic,../job_view?JobID=25362
9355,9355,2007,8,2007,Senior Assistant to the Deputy - JRID29439,MngOth,National Radio Astronomy Observatory,Research Laboratory,../job_view?JobID=29439
9356,9356,2008,8,2008,"Numerical modelling in astrophysics, laboratory astrophysics or inertial fusion science - JRID31989",Post-doctoral Positions and Fellowships,CEA/Saclay,Foreign,../job_view?JobID=31989
9357,9357,2014,11,2014,"Post-doctoral position in cosmology and large scale structures  at IAS, Orsay - JRID49496",Post-doctoral Positions and Fellowships,Institut d'Astrophysique Spatiale (CNRS &amp; Univ. Paris-Sud),Large Academic,../job_view?JobID=49496
9358,9358,2005,11,2005,Research Associate in Theoretical Astrophysics - JRID25365,PostV,University  of Wisconsin - Madison,Large Academic,../job_view?JobID=25365
9359,9359,2007,8,2007,Postdoctoral Fellowship in Neutron Star Studies - JRID29433,PostV,"SABANCI UNIVERSITY, ISTANBUL",Foreign,../job_view?JobID=29433
9360,9360,2008,8,2008,SDSS-lll Observer - JRID31983,Scientific/Technical Staff,Apache Point Observatory,Other,../job_view?JobID=31983
9361,9361,2008,8,2008,Postdoctoral Fellow in VLBI techniques and applications - JRID31980,Post-doctoral Positions and Fellowships,Joint Institute for VLBI in Europe (JIVE,Foreign,../job_view?JobID=31980
9362,9362,2007,8,2007,Assistant to the Director/Astronomer - JRID29430,RsrchSp,Swinburne University of Technology,Foreign,../job_view?JobID=29430
9363,9363,2008,8,2008,Postdoctoral researcher - JRID31986,PostV,ASTRON,Foreign,../job_view?JobID=31986
9364,9364,2007,8,2007,Jansky Fellowships 2008 - JRID29436,PostV,National Radio Astronomy Observatory,Research Laboratory,../job_view?JobID=29436
9365,9365,2007,12,2007,Faculty Openings in Astronomy/Astrophysics - JRID29127,TT,University of Utah,Large Academic,../job_view?JobID=29127
9366,9366,2015,11,2015,Postdoctoral Position in High Energy Astrophysics - JRID52634,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,../job_view?JobID=52634
9367,9367,2011,3,2010,Resource Biologist - JRID39192,Other,National Solar Observatory/ATST Project,Other,../job_view?JobID=39192
9368,9368,2004,6,2004,Post-doctoral Research Associate in Circumstellar/Interstellar Material - JRID22374,PostV,University of Missouri - Columbia,Large Academic,../job_view?JobID=22374
9369,9369,2004,6,2004,"Postdoctoral Positions in Theoretical/Computational Astrophysics Theoretical Institute for Advanced Research in Astrophysics Academia Sinica and National Tsinghua University, Taiwan - JRID22377",PostV,TIARA,Large Academic,../job_view?JobID=22377
9370,9370,2004,6,2004,Assistant Instrument Scientist - JRID22371,Rsrch,AURA NOAO,Other,../job_view?JobID=22371
9371,9371,2004,10,2004,"Postdoctoral Fellowships in Theoretical Astrophysics, Cosmology and Planetary Science - JRID22866",PostV,"University of California, Berkeley",Large Academic,../job_view?JobID=22866
9372,9372,2013,12,2013,Postdoctoral Research Position in Observational Extragalactic Astronomy - Swinburne University of Technology - JRID46832,Post-doctoral Positions and Fellowships,Swinburne University,Large Academic,../job_view?JobID=46832
9373,9373,2007,4,2006,Optical Scientist for the Laboratory for Adaptive Optics - JRID28875,Rsrch,"University of California, Santa Cruz",Large Academic,../job_view?JobID=28875
9374,9374,2015,9,2015,Two Postdoctoral Positions in the Characterization of Exoplanetary Systems - JRID51664,Post-doctoral Positions and Fellowships,School of Earth and Space Exploration at Arizona State University,Large Academic,../job_view?JobID=51664
9375,9375,2004,2,2003,Postdoctoral Associate in Observational Cosmology - JRID21837,PostV,Yale University,Large Academic,../job_view?JobID=21837
9376,9376,2015,11,2015,"Postdoc position in multi-scale physics  of Black Holes, stars and exoplanets - JRID52336",Post-doctoral Positions and Fellowships,UCLA,Large Academic,../job_view?JobID=52336
9377,9377,2010,9,2010,HEAD OF INSTRUMENTATION - JRID37410,Science Management,Australian Astronomical Observatory (AAO,Foreign,../job_view?JobID=37410
9378,9378,2011,10,2011,Postdoctoral Position in Dynamics and Galaxy Formation. - JRID40249,Post-doctoral Positions and Fellowships,"University of Wisconsin, Madison",Large Academic,../job_view?JobID=40249
9379,9379,2008,10,2008,Astronomy and Planetarium Tenure Track Positions - JRID32427,Faculty Positions (tenure and tenure-track),Kutztown University,Large Academic,../job_view?JobID=32427
9380,9380,2008,11,2008,faculty recruitment in astronomy/astrophysics - JRID32868,Faculty Positions (tenure and tenure-track),Kavli Institute for Astronomy &amp; Astrophy,Foreign,../job_view?JobID=32868
9381,9381,2008,11,2008,astronomy/astrophysics - JRID32865,Post-doctoral Positions and Fellowships,Kavli Institute for Astronomy &amp; Astrophy,Foreign,../job_view?JobID=32865
9382,9382,2012,3,2011,"Postdoctoral Researcher in dynamical modeling of terrestrial planet accretion at Observatoire de la Côte d’Azur (Nice, France) - JRID41842",Post-doctoral Positions and Fellowships,Observatoire de la Cote d'Azur - Nice - France,Research Laboratory,../job_view?JobID=41842
9383,9383,2008,11,2008,Postdoctoral Position in Extra-galactic Astronomy - JRID32862,Post-doctoral Positions and Fellowships,Yale University,Large Academic,../job_view?JobID=32862
9384,9384,2008,10,2008,Postdoctoral Position in Clusters of Galaxies - JRID32421,Post-doctoral Positions and Fellowships,Rochester Institute of Technology,Large Academic,../job_view?JobID=32421
9385,9385,2015,10,2015,Postdoctoral Scholar - JRID51980,Post-doctoral Positions and Fellowships,Harvard College Observatory,Large Academic,../job_view?JobID=51980
9386,9386,2015,11,2015,Postdoctoral Research Scholar in High Energy Astrophysics - JRID52674,Post-doctoral Positions and Fellowships,University of Iowa Department of Physics and Astronomy,Large Academic,../job_view?JobID=52674
9387,9387,2004,9,2004,Division Head - Office of Public Outreach - JRID22806,MngOth,Space Telescope Science Institute,Large Academic,../job_view?JobID=22806
9388,9388,2014,9,2014,Postdoctoral Position in Observational Astrophysics - JRID48721,Post-doctoral Positions and Fellowships,Université de Montréal,Large Academic,../job_view?JobID=48721
9389,9389,2004,9,2004,Research Associate in Theoretical Astrophysics (Brown Dwarfs &amp; EGPs) - JRID22803,PostV,The University of Arizona,Large Academic,../job_view?JobID=22803
9390,9390,2004,9,2004,Resarch Associate/SWIFT XRT Calibration Scientist - Astronomy &amp; Astrophysics - JRID22800,PostV,Pennsylvania State University,Large Academic,../job_view?JobID=22800
9391,9391,2014,9,2014,MIRI Software Developer - JRID48729,Post-doctoral Positions and Fellowships,Dublin Institute for Advanced Studies,Small Academic,../job_view?JobID=48729
9392,9392,2004,9,2004,Research Associate in Theoretical Astrophysics (Supernova Theory) - JRID22809,PostV,The University of Arizona,Large Academic,../job_view?JobID=22809
9393,9393,2003,11,2003,Postdoctoral Researcher - JRID21297,PostV,Arizona State University,Large Academic,../job_view?JobID=21297
9394,9394,2007,1,2006,Tenure Track Assistant Professor - JRID28527,TT,University of Arkansas at Little Rock,Other,../job_view?JobID=28527
9395,9395,2007,2,2006,Postdoctoral Position in Star Formation - JRID28524,PostV,Smithsonian Astrophysical Observatory,Government Agency,../job_view?JobID=28524
9396,9396,2003,11,2003,Radio Astronomer - JRID21294,PostV,Naval Research Laboratory,Research Laboratory,../job_view?JobID=21294
9397,9397,2003,11,2003,Supernova/Gamma Ray Burster Research - JRID21291,PostV,Naval Research Laboratory,Research Laboratory,../job_view?JobID=21291
9398,9398,2007,1,2006,Postdoctoral Position in Extragalactic Radioastronomy - JRID28521,PostV,"Argelander Institute for Astronomy, Univ",Foreign,../job_view?JobID=28521
9399,9399,2010,12,2010,Director: South African Astronomical Observatory (Primary National Facility for optical/infrared astronomy in Africa) - JRID38574,Science Management,National Research Foundation,Other,../job_view?JobID=38574
9400,9400,2010,12,2010,Extragalactic and High Energy Astrophysics - JRID38577,Faculty Positions (tenure and tenure-track),Department of Astronomy and Oskar Klein,Foreign,../job_view?JobID=38577
9401,9401,2010,12,2010,Senior and tenure-track Faculty Positions in Gravitation and Astroparticle Physics - JRID38571,Faculty Positions (tenure and tenure-track),University of Amsterdam,Foreign,../job_view?JobID=38571
9402,9402,2006,4,2005,CMB Polarization and/or SZ survey Data Analysis - JRID26472,PostV,Cardiff University,Foreign,../job_view?JobID=26472
9403,9403,2010,9,2010,Associate Specialists in Theoretical Astrophysics and Relativity - JRID37329,Post-doctoral Positions and Fellowships,Kavli Institute for Theoretical Physics,Large Academic,../job_view?JobID=37329
9404,9404,2012,9,2012,CITA Postdoctoral Fellowship - JRID42418,Post-doctoral Positions and Fellowships,Canadian Institute for Theoretical Astrophysics,Large Academic,../job_view?JobID=42418
9405,9405,2012,6,2012,PhD position - JRID42149,Pre-doctoral/Graduate Positions,Jagiellonian University,Foreign,../job_view?JobID=42149
9406,9406,2006,4,2005,Research Data Analyst - JRID26475,RsrchSp,American Museum of Natural History,Other,../job_view?JobID=26475
9407,9407,2010,9,2010,James Webb Space Telescope Postdoctoral Fellowships - JRID37320,Post-doctoral Positions and Fellowships,NASA's Goddard Space Flight Center,Government Agency,../job_view?JobID=37320
9408,9408,2012,6,2012,Support Astronomer for Hubble Space Telescope - JRID42145,Scientific/Technical Staff,CSC,Industry,../job_view?JobID=42145
9409,9409,2006,4,2005,Telescope controls programmer - JRID26478,RsrchSp,Carnegie Institution of Washington,Small Academic,../job_view?JobID=26478
9410,9410,2010,9,2010,Data Mining Analyst - JRID37323,Other,Waterfront International Ltd,Foreign,../job_view?JobID=37323
9411,9411,2012,8,2012,KICP Postdoctoral Research Fellow - JRID42416,Post-doctoral Positions and Fellowships,"The University of Chicago, Kavli Institute for Cosmological Physics",Large Academic,../job_view?JobID=42416
9412,9412,2010,9,2010,Harlan J. Smith Postdoctoral Fellowship - JRID37326,Post-doctoral Positions and Fellowships,McDonald Observatory (UT Austin),Large Academic,../job_view?JobID=37326
9413,9413,2004,12,2004,ANY AREA - JRID23616,PostV,Columbia University,Large Academic,../job_view?JobID=23616
9414,9414,2010,10,2010,Postdoctoral Research Fellow in 21 cm Cosmology - JRID37632,Post-doctoral Positions and Fellowships,"Kapteyn Astronomical Institute, Universi",Foreign,../job_view?JobID=37632
9415,9415,2010,10,2010,Postdoctoral fellows in cosmology and astrophysics - JRID37638,Post-doctoral Positions and Fellowships,Institute for the Physics and Mathematic,Foreign,../job_view?JobID=37638
9416,9416,2004,11,2004,Postdoctoral Research Fellow / Spitzer Science Center - JRID23346,PostV,California Institute of Technology,Small Academic,../job_view?JobID=23346
9417,9417,2009,11,2009,Postdoctoral Position in CMB OBSERVATIONAL COSMOLOGY and Instrumentation for EBEX - JRID35670,Post-doctoral Positions and Fellowships,McGill University,Foreign,../job_view?JobID=35670
9418,9418,2009,11,2009,ALMA Commissioning Scientists - JRID35673,Scientific/Technical Staff,National Radio Astronomy Observatory Joi,Research Laboratory,../job_view?JobID=35673
