,i,year,month,acyear,title,category,inst,instclass,url,country
850,850,2018,10,2018,Post-doctoral Fellowships,Post-doctoral Positions and Fellowships,National Centre for Radio Astrophysics,Large Academic,/ad/b8509bfa,India
851,851,2017,10,2017,PostDoctoral Scholar in Caltech High Energy Astrophysics,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,/ad/e6a0fdfb,United States of America
852,852,2016,7,2016,Lick Observatory - Laser/Telescope Technician Job# 1606305,Scientific/Technical Staff,UC Observatories - Lick Observatory,Large Academic,/ad/ba8e05f6,United States of America
853,853,2017,7,2017,NOAO Assistant Scientist,Scientific/Technical Staff,AURA/NOAO,Other,/ad/9b56dadd,United States of America
854,854,2018,3,2017,Computer Engineer,Science Engineering,Smithsonian Astrophysical Observatory,Government Agency,/ad/62aa2e84,United States of America
855,855,2018,7,2018,One Postdoctoral Contract X-Ray Binaries 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/9f399499,Spain
856,856,2018,11,2018,Physicist Staff Scientist ,Scientific/Technical Staff,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/8aa54a45,United States of America
857,857,2016,11,2016,Postdoctoral Positions in Astrophysics &amp; Cosmology,Post-doctoral Positions and Fellowships,The Johns Hopkins Unniversity,Large Academic,/ad/3de64860,United States of America
858,858,2018,2,2017,"Research Fellow  	                                     ",Faculty Positions (visiting and non-tenure),Queens University Belfast,Large Academic,/ad/8da74d4f,United Kingdom of Great Britain and Northern Ireland
859,859,2017,10,2017,"Research Fellowship in Cosmology at the Scuola Normale Superiore, Pisa",Post-doctoral Positions and Fellowships,Scuola Normale Superiore,Small Academic,/ad/98004b54,Italy
860,860,2018,9,2018,Postdoctoral Researchers in Experimental Cosmology,Post-doctoral Positions and Fellowships,Argonne National Laboratory,Research Laboratory,/ad/29b35174,United States of America
861,861,2018,8,2018,ARC node user support staff scientist,Scientific/Technical Staff,Chalmers University,Large Academic,/ad/abc263d3,Sweden
862,862,2016,8,2016,Postdoctoral position in compact stellar X-ray sources,Post-doctoral Positions and Fellowships,"Graduate Institute of Astronomy, National Central University",Foreign,/ad/c6d8c7d3,China
863,863,2018,5,2017,Observatory Senior Scientist for Planetary Radar,Other,Arecibo Observatory/University of Central Florida,Large Academic,/ad/1ec4821c,United States of America
864,864,2018,12,2018,Postdoctoral position on Fast Radio Transients,Post-doctoral Positions and Fellowships,"ASTRON, Netherlands Institute for Radio Astronomy",Foreign,/ad/566e51dd,Netherlands
865,865,2018,9,2018,Postdoctoral position in star and brown dwarf formation,Post-doctoral Positions and Fellowships,CENTRA - Center for Astrophysics and Gravitation,Large Academic,/ad/5e0d5fe3,Portugal
866,866,2018,9,2018,DKIST Data Center Project Manager,Science Management,AURA/NSO,Other,/ad/28e683aa,United States of America
867,867,2018,4,2017,ASTRO 3D Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,International Centre for Radio Astronomy Research - Curtin University,Large Academic,/ad/710b9d3d,Australia
868,868,2017,8,2017,James Arthur Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,New York University,Large Academic,/ad/d1548a97,United States of America
869,869,2016,12,2016,"Faculty Positions from DEPARTMENT OF ASTRONOMY, PEKING UNIVERSITY",Faculty Positions (tenure and tenure-track),"DEPARTMENT OF ASTRONOMY, PEKING UNIVERSITY",Large Academic,/ad/f68a580a,China
870,870,2016,10,2016,Research associate in Astrophysics,Post-doctoral Positions and Fellowships,University of Potsdam,Large Academic,/ad/20884b42,Germany
871,871,2017,8,2017,Tenure Track Assistant Professor in Astronomy,Faculty Positions (tenure and tenure-track),Dartmouth College,Small Academic,/ad/3f2cd3b6,United States of America
872,872,2018,3,2017,Postdoctoral Research Associate in Astrophotonics and Interferometry,Post-doctoral Positions and Fellowships,University of Sydney,Large Academic,/ad/b200b0a8,Australia
873,873,2016,12,2016,Postdoctoral Research Associate(s) in Infrared/Submillimeter Astronomy and Instrumentation,Post-doctoral Positions and Fellowships,Max Planck Intitute for Extraterrestial Physics,Foreign,/ad/19b26ef2,Germany
874,874,2018,11,2018,Postdoctoral research associate for HETDEX in Missouri S&amp;Tâ€¨,Post-doctoral Positions and Fellowships,Missouri University of Science and Technology,Large Academic,/ad/454ad077,United States of America
875,875,2017,10,2017,Senior Lecturer (Assistant Professor) in Gravitational Wave Science,Faculty Positions (tenure and tenure-track),University of Portsmouth,Large Academic,/ad/ebd5c93a,United Kingdom of Great Britain and Northern Ireland
876,876,2016,6,2016,Staff Scientist in Solar/Stellar Physics (can become permanent),Faculty Positions (tenure and tenure-track),Georg-August-Universitaet Goettingen,Large Academic,/ad/fc0e03d5,Germany
877,877,2018,6,2018,Research Associate/Fellow,Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/fc0fa53d,Australia
878,878,2016,11,2016,"Postdoctoral Positions in Observational, Theoretical, and Numerical Cosmology and Extragalactic Astrophysics at UC Santa Barbara",Post-doctoral Positions and Fellowships,"University of California, Santa Barbara",Large Academic,/ad/0dc64e3b,United States of America
879,879,2017,5,2016,PAN-STARRS OBSERVER â€“ ID#17155,Scientific/Technical Staff,RCUH,Other,/ad/afaee60b,United States of America
880,880,2017,3,2016,Postdoctoral Researcher in Galaxy Evolution/AGN/Transient,Post-doctoral Positions and Fellowships,Seoul National University,Foreign,/ad/d8a36462,Korea (Republic of)
881,881,2018,8,2018,Assistant Professor of Physics or Astronomy,Faculty Positions (tenure and tenure-track),Ithaca College,Small Academic,/ad/1a7757e7,United States of America
882,882,2017,10,2017,Research Associate,Science Engineering,University of Leceister,Large Academic,/ad/c990cb7f,United Kingdom of Great Britain and Northern Ireland
883,883,2016,10,2016,"Postdoc in Astrophysics at KTH in Stockholm, Sweden",Post-doctoral Positions and Fellowships,KTH Royal Institute of Technology,Large Academic,/ad/d402412f,Sweden
884,884,2019,2,2018,Postdoctoral position in Theoretical Computational Astrophysics,Post-doctoral Positions and Fellowships,Osaka University,Large Academic,/ad/1bca2aed,Japan
885,885,2019,5,2018,Image Processing Engineer ,Science Engineering,Spaceflight Industries,Industry,/ad/99762ddc,United States of America
886,886,2016,10,2016,Faculty Position (Astronomy) at NCRA -TIFR,Faculty Positions (tenure and tenure-track),"National Centre for Radio Astrophysics, Tata Institute of Fundamental Research",Large Academic,/ad/0c301bc5,India
887,887,2018,10,2018,Research Scientist in Cosmology and Structure Formation - Ludwig-Maximilians Universitaet (LMU-Munich),Post-doctoral Positions and Fellowships,Ludwig-Maximilians-Universitaet (LMU-Munich),Large Academic,/ad/148b51e1,Germany
888,888,2017,7,2017,"Electronics  Engineer, Las Campanas Observatory",Science Engineering,Las Campanas Observatory/Carnegie Institution for Science,Research Laboratory,/ad/a76d8321,United States of America
889,889,2019,4,2018,Postdoctoral Position in Star and Planet Formation,Post-doctoral Positions and Fellowships,Universidad de Chile,Large Academic,/ad/c4390ac8,Chile
890,890,2017,10,2017,"Postdoctoral Researcher, Department of Astronomy, University of Michigan",Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/221bbf2a,United States of America
891,891,2018,7,2018,HEA IT Specialist,Science Engineering,Smithsonian Astrophysical Observatory,Government Agency,/ad/0a2ce181,United States of America
892,892,2017,11,2017,Postdoc Employee ,Post-doctoral Positions and Fellowships,UC Berkeley,Large Academic,/ad/def3c11f,United States of America
893,893,2017,10,2017,Postdoc Position In Astrophysics,Post-doctoral Positions and Fellowships,Max Planck Institute for Astronomy,Other,/ad/1a3eeaa0,Germany
894,894,2017,11,2017,Research Associate in Astronomical Instrumentation,Faculty Positions (tenure and tenure-track),Durham University,Large Academic,/ad/7811e4ab,United Kingdom of Great Britain and Northern Ireland
895,895,2017,11,2017,Postdoctoral Research Associate in Galaxy Formation (theory),Post-doctoral Positions and Fellowships,Leiden University,Foreign,/ad/0760fb0d,Netherlands
896,896,2017,10,2017,Postdoctoral Research Position in Astrophysics (Supernovae and Transients),Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,/ad/853c12d1,United States of America
897,897,2016,12,2016,Postdoctoral Scholar in Astrophysics at the University of Florida,Post-doctoral Positions and Fellowships,University of Florida,Large Academic,/ad/207a24d2,United States of America
898,898,2018,10,2018,Postdoctoral Position in High Energy Galaxy Cluster Astrophysics,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/19f0ecaa,Germany
899,899,2017,7,2017,Research Assistant,Scientific/Technical Staff,Universities Space Research Association (USRA),Research Laboratory,/ad/19ae3b05,United States of America
900,900,2017,1,2016,Junior Research Leader Positions at the KASI,Faculty Positions (visiting and non-tenure),Korea Astronomy and Space Science Institute,Foreign,/ad/e054eeb5,South Korea
901,901,2016,12,2016,Postdoctoral Positions in Extragalactic Astronomy &amp; Astrophysics,Post-doctoral Positions and Fellowships,University of Haifa,Large Academic,/ad/9da85f61,Israel
902,902,2017,2,2016,Tenured Faculty Positions at the KASI ,Faculty Positions (tenure and tenure-track),Korea Astronomy and Space Science Institute,Foreign,/ad/0b2a8f6f,South Korea
903,903,2018,8,2018,Observatory Operations Manager,Science Management,Canada-France-Hawaii Telescope Corporation,Other,/ad/827421e1,United States of America
904,904,2016,10,2016,Independent fellowships (postdoctoral or assistant professor level) at the Dark Cosmology Centre (DARK) and the Center for Transient Astrophysics (CTA),Post-doctoral Positions and Fellowships,University of Copenhagen,Large Academic,/ad/8d06e8f4,Denmark
905,905,2018,11,2018,Postdoctoral Research position in Theoretical/Computational Plasma Astrophysics,Post-doctoral Positions and Fellowships,University of Chicago,Large Academic,/ad/3d3df3da,United States of America
906,906,2018,5,2017,Research officer,Scientific/Technical Staff,Inter-University Institute for Data Intensive Astronomy (IDIA),Large Academic,/ad/89a03007,South Africa
907,907,2018,1,2017,Postdoctoral Position in Instrumentation for mm/submm Astronomy/Cosmology,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,/ad/6e282f53,United States of America
908,908,2018,10,2018,Assistant Professor of Astrophysics ,Faculty Positions (tenure and tenure-track),Vanderbilt University,Large Academic,/ad/3ae6731b,United States of America
909,909,2017,3,2016,Operations Staff Astronomer,Other,European Southern Observatory,Other,/ad/eec1f6fd,Chile
910,910,2018,11,2018,Postdoc Associate in Protoplanetary Disks,Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Research Laboratory,/ad/ab751d53,United States of America
911,911,2016,12,2016,"Postdoctoral Position in Multi-wavelength Studies of Interacting Binaries,  Circumbinary Environments, and Outburst and Jets",Post-doctoral Positions and Fellowships,Harvard-Smithsonian Center for Astrophysics,Other,/ad/a2415ee8,United States of America
912,912,2018,10,2018,Project Research Fellow (Subaru Fellow),Post-doctoral Positions and Fellowships,"Subaru Telescope, NAOJ",Foreign,/ad/993e163d,United States of America
913,913,2017,11,2017,Postdoctoral Fellowship in Low-frequency Radio Polarimetry,Post-doctoral Positions and Fellowships,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Government Agency,/ad/239afb9b,Australia
914,914,2018,10,2018,GSFC/TESS Mission Support Scientist ,Faculty Positions (visiting and non-tenure),"University of Maryland, Baltimore County",Large Academic,/ad/7cb1bdeb,United States of America
915,915,2017,12,2017,Postdoctoral Fellows in Solar Physics,Post-doctoral Positions and Fellowships,"Department of Astronomy, Stockholms University",Large Academic,/ad/bf7266df,Sweden
916,916,2017,11,2017,Postdoctoral Research Assistant ,Post-doctoral Positions and Fellowships,Queen Mary University of London,Large Academic,/ad/88002c6a,United Kingdom of Great Britain and Northern Ireland
917,917,2017,9,2017,Tenure-track faculty positions at the National University of Mexico,Faculty Positions (tenure and tenure-track),National Autonomous University of Mexico,Foreign,/ad/710f6a61,Mexico
918,918,2016,7,2016,PhD positions in Extragalactic Astronomy at Leiden Observatory,Pre-doctoral/Graduate Positions,"Leiden Observatory, Leiden University",Large Academic,/ad/a51379db,Netherlands
919,919,2018,11,2018,"PhD position in Strong Gravitational Lensing at the Max Planck Institute for Astrophysics, Garching, Germany",Pre-doctoral/Graduate Positions,Max Planck Institute for Astrophysics,Foreign,/ad/2b87830b,Germany
920,920,2016,10,2016,Postdoctoral,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/cb222d6a,United States of America
921,921,2016,10,2016,Tenure-Track Professor,Faculty Positions (tenure and tenure-track),Clemson University,Large Academic,/ad/db2d6582,United States of America
922,922,2019,2,2018,Tenure Track Faculty Position in Engineering Physics,Faculty Positions (tenure and tenure-track),Embry-Riddle Aeronautical University,Small Academic,/ad/56148132,United States of America
923,923,2016,8,2016,Operations Staff Astronomer - VLTI,Other,EUROPEAN SOUTHERN OBSERVATORY,Foreign,/ad/459b28fd,Chile
924,924,2019,2,2018,Head of Instrumentation,Science Engineering,Lowell Observatory,Other,/ad/4fc503d6,United States of America
