,i,year,month,acyear,title,category,inst,instclass,url,country
1347,1347,2020,6,2020,Junior Electronics Engineer,Science Engineering,University of California Santa Cruz,Large Academic,/ad/d3934324,United States of America
1348,1348,2020,1,2019,Graphic Designer/Illustrator,Other,Flatiron Institute at Simons Foundation,Other,/ad/bf977e7a,United States of America
1349,1349,2019,12,2019,Outreach Scientist- #0042159,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/9d842de8,United States of America
1350,1350,2021,1,2020,One Postdoctoral contract EXOPLANETAS 2021 (PS-2020-070),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/8f6fda81,Spain
1351,1351,2021,7,2021,"PhD Opportunities in Astronomy &amp; Radio Astronomy Engineering at the International Centre for Radio Astronomy Research (ICRAR), Curtin University node",Pre-doctoral/Graduate Positions,Curtin University,Large Academic,/ad/d13306e5,Australia
1352,1352,2021,10,2021,"Postdoctoral positions in machine learning, astrophysics, and cosmology",Post-doctoral Positions and Fellowships,University of Montreal,Large Academic,/ad/3f081402,Canada
1353,1353,2019,10,2019,"RESEARCHER FELLOWS Center for Astro, Particle and Planetary Physics (CAP3), NYU Abu Dhabi",Post-doctoral Positions and Fellowships,New York University Abu Dhabi,Large Academic,/ad/afe7846f,United Arab Emirates
1354,1354,2021,12,2021,Leinweber Center for Theoretical Physics (cosmology) fellowship,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/a4a9aef8,United States of America
1355,1355,2022,6,2022,Astronomer/scientific software engineer,Science Engineering,"Computational Physics, Inc.",Industry,/ad/7f8502aa,United States of America
1356,1356,2019,7,2019,Faculty Positions in Astrophysics,Faculty Positions (tenure and tenure-track),Huazhong University of Science and Technology,Large Academic,/ad/32504e92,China
1357,1357,2020,9,2020,Postdoctoral research associate in radio observations of compact objects,Post-doctoral Positions and Fellowships,Michigan State University,Large Academic,/ad/81be4aa2,United States of America
1358,1358,2022,2,2021,Tenure-Track Professorship for the field of Exoplanetary Atmospheres,Faculty Positions (tenure and tenure-track),University of Vienna,Foreign,/ad/e414cb56,Austria
1359,1359,2022,3,2021,PhD position in (exo)planetary atmospheres and planet formation,Pre-doctoral/Graduate Positions,University of Bern,Large Academic,/ad/64438e51,Switzerland
1360,1360,2019,11,2019,Post Doctoral Research Fellow,Post-doctoral Positions and Fellowships,University of Cincinnati,Large Academic,/ad/cbc5ee06,United States of America
1361,1361,2021,9,2021,Assistant Professor of Astronomy,Faculty Positions (tenure and tenure-track),CSU Long Beach,Large Academic,/ad/40c91874,United States of America
1362,1362,2021,11,2021,Postdoctoral Fellowship Position Jointly Appointed between Northwestern University’s CIERA and The Adler Planetarium,Post-doctoral Positions and Fellowships,Northwestern University / The Adler Planetarium,Large Academic,/ad/6644d399,United States of America
1363,1363,2022,2,2021,Postdoctoral position in high angular resolution infrared astronomy,Post-doctoral Positions and Fellowships,Universidad Andres Bello,Foreign,/ad/bfc9350c,Chile
1364,1364,2021,5,2020,"Software Developer,Ld",Scientific/Technical Staff,APO,Small Academic,/ad/dc04df1e,United States of America
1365,1365,2019,9,2019,Assistant / Associate Professor - Astrophysics,Faculty Positions (tenure and tenure-track),Washington State University,Large Academic,/ad/f9d87cf8,United States of America
1366,1366,2020,11,2020,"Science Program Officer, Physical Sciences",Science Management,The Kavli Foundation,Other,/ad/9463f9b8,United States of America
1367,1367,2020,12,2020,Research Fellow in Cosmological Galaxy Formation,Post-doctoral Positions and Fellowships,University College London,Large Academic,/ad/14e6e503,United Kingdom of Great Britain and Northern Ireland
1368,1368,2021,6,2021,Postdoctoral Researcher in Astronomy and Space Surveillance,Post-doctoral Positions and Fellowships,Ecole Polytechnique Fédérale de Lausanne (EPFL),Research Laboratory,/ad/d7f52ee5,Switzerland
1369,1369,2020,7,2020,Astronomy Education Research Coordinator of the Office of Astronomy for Education (OAE),Post-doctoral Positions and Fellowships,Max Planck Institute for Astronomy,Other,/ad/e8160ed3,Germany
1370,1370,2020,9,2020,Postdoctoral Position in Astronomy(NAOJ Project Research Fellow),Post-doctoral Positions and Fellowships,National Astronomical Observatory of Japan,Foreign,/ad/82d1fb0f,Japan
1371,1371,2021,9,2021,NAOJ Project Assistant Professor Stationed at Kyushu University,Faculty Positions (visiting and non-tenure),Kyushu University/NAOJ,Foreign,/ad/5dcd072f,Japan
1372,1372,2019,12,2019,Electrical Engineer,Other,AURA/NSO,Other,/ad/5ade26e9,United States of America
1373,1373,2019,12,2019,Director of the Institute for Astronomy,Science Management,University of Hawai'i,Large Academic,/ad/d17d7747,United States of America
1374,1374,2021,10,2021,Research Fellow in Early Galaxy Formation and Evolution,Post-doctoral Positions and Fellowships,University of Manchester,Large Academic,/ad/49ee528d,United Kingdom of Great Britain and Northern Ireland
1375,1375,2019,11,2019,China—South Africa Joint Postdoctoral fellowship on Cosmology and Radio astronomy,Post-doctoral Positions and Fellowships,University of KwaZulu-Natal,Large Academic,/ad/c32488c9,South Africa
1376,1376,2020,7,2020,Archive Sciences Branch Deputy ,Science Management,Space Telescope Science Institue,Government Agency,/ad/8068e2be,United States of America
1377,1377,2019,12,2019,GMU Graduate Research Assistant - P&amp;A,Pre-doctoral/Graduate Positions,George Mason University,Large Academic,/ad/cdb9d153,United States of America
1378,1378,2020,7,2020,Postdoc in Multi-Messenger Astronomy / Real-time Data Analysis,Post-doctoral Positions and Fellowships,DESY,Government Agency,/ad/a87114c4,Germany
1379,1379,2020,9,2020,Subarcsec imaging of the low-frequency radio ,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/432ad632,Netherlands
1380,1380,2019,10,2019,Postdoctoral position in high-energy astrophysics,Post-doctoral Positions and Fellowships,CNRS/IRAP,Research Laboratory,/ad/7f194457,France
1381,1381,2020,9,2020,Postdoctoral position in accretion-powered astrophysics,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/30b94d27,United States of America
1382,1382,2020,10,2020,Postdoctoral Positions in Computational Astrophysics,Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Government Agency,/ad/ffce717b,United States of America
1383,1383,2021,5,2020,Isotope Geochemistry Laboratory Associate,Scientific/Technical Staff,University of MD Baltimore County/NASA/GSFC/CRESST II,Research Laboratory,/ad/5d1e60bb,United States of America
1384,1384,2021,8,2021,PhD in Astrophysics and Solar Physics,Pre-doctoral/Graduate Positions,International Max Planck Research School Göttingen,Large Academic,/ad/dba9f3a1,Germany
1385,1385,2019,9,2019,Joint Faculty Position in Particle Astrophysics,Faculty Positions (tenure and tenure-track),Kavli Institute for Theoretical Sciences and Kavli Institute for Astronomy and Astrophysics at Peking University,Large Academic,/ad/5f538414,China
1386,1386,2019,6,2019,Postdoc in Exoplanetary Atmospheres,Post-doctoral Positions and Fellowships,Technical University of Denmark,Large Academic,/ad/c82177f4,Denmark
1387,1387,2020,3,2019,Summer Astrophysics and Astronomy Teaching Opportunities,Other,Johns Hopkins Center for Talented Youth,Small Academic,/ad/2d294b40,United States of America
1388,1388,2021,12,2021,"Postdoctoral Researcher or Senior Postdoctoral Researcher - Time-domain, multimessenger astrophysics",Post-doctoral Positions and Fellowships,Louisiana State University,Large Academic,/ad/e712e2c3,United States of America
1389,1389,2021,1,2020,Postdoctoral researcher in AGN and galaxy evolution ,Post-doctoral Positions and Fellowships,University of Edinburgh,Foreign,/ad/528e9152,United Kingdom of Great Britain and Northern Ireland
1390,1390,2020,5,2019,Postdoctoral Research Fellowship in Stellar Astrophysics,Post-doctoral Positions and Fellowships,University of Warwick,Large Academic,/ad/b9183ebb,United Kingdom of Great Britain and Northern Ireland
1391,1391,2021,1,2020,"Research Associate in Software for Radio Astronomy, NATIONAL RESEARCH COUNCIL of CANADA (NRC)",Post-doctoral Positions and Fellowships,National Research Council Canada,Government Agency,/ad/0988861a,Canada
1392,1392,2021,11,2021,Tenure-track Assistant Professor Position: Exoplanets,Faculty Positions (tenure and tenure-track),University of Wisconsin -Madison,Large Academic,/ad/568dd639,United States of America
1393,1393,2022,1,2021,Postdoctoral position for simulations on supermassive black hole formation and growth,Post-doctoral Positions and Fellowships,Millennium Nucleus on Transversal Research and Technology to explore Supermassive Black Holes (TITANS),Small Academic,/ad/8e41ba3e,Chile
1394,1394,2021,5,2020,Telescope Operations Scientist,Scientific/Technical Staff,Las Cumbres Observatory,Other,/ad/f91c65a4,United States of America
1395,1395,2021,10,2021,Postdoctoral positions in Observational Cosmology in the ERC Funded Project “DarkQuest”,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/4ec44602,Germany
1396,1396,2022,7,2022,Advanced Instrumentation and Technology Centre - Multiple Identified positions for women only recruitment ,Scientific/Technical Staff,Australian National University,Large Academic,/ad/0ab606c7,Australia
1397,1397,2020,4,2019,ESO Studentship Programme Europe/Chile (2020/2021),Pre-doctoral/Graduate Positions,European Southern Observatory (ESO),Other,/ad/aca710b0,Germany
1398,1398,2022,7,2022,Project Manager - LSSTC,Science Management,LSST Corporation,Other,/ad/543e9b50,United States of America
1399,1399,2021,10,2021,Postdoctoral Fellowship in Local Universe Studies,Post-doctoral Positions and Fellowships,University of Victoria,Large Academic,/ad/b39cb1c4,Canada
1400,1400,2020,3,2019,PhD scholarships in Data Science and Systems Complexity,Pre-doctoral/Graduate Positions,University of Groningen,Large Academic,/ad/19dec2e2,Netherlands
1401,1401,2022,4,2021,Assistant Science Operation Specialist (SOS),Scientific/Technical Staff,AURA NOIRLab - Gemini South Observatory,Other,/ad/f7360628,Chile
1402,1402,2021,6,2021,PhD position in Galaxy Evolution,Pre-doctoral/Graduate Positions,Ghent University,Large Academic,/ad/63f931ff,Belgium
1403,1403,2021,10,2021,"Associate Professor, National Astronomical Observatory of Japan (NAOJ)",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan (NAOJ),Foreign,/ad/7d2856c2,United States of America
1404,1404,2021,11,2021,Postdoctoral Researcher (m/f/d) for Circumgalactic Medium Studies,Post-doctoral Positions and Fellowships,Leibniz Institute for Astrophysics Potsdam,Foreign,/ad/a28db6e2,Germany
1405,1405,2021,11,2021,Karl Schwarzschild Postdoctoral Fellowship 2022,Post-doctoral Positions and Fellowships,Leibniz Institute for Astrophysics Potsdam (AIP),Foreign,/ad/505a788c,Germany
1406,1406,2019,10,2019,PhD Positions at the Kapteyn Institute Groningen,Pre-doctoral/Graduate Positions,"Kapteyn Astronomical Institute, University of Groningen",Large Academic,/ad/fc2e6bb2,Netherlands
1407,1407,2021,1,2020,Harvard CMB Postdoctoral Fellow,Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/a9bf7777,United States of America
1408,1408,2021,10,2021,BWPF Postdoctoral Fellowship ID# 221576,Post-doctoral Positions and Fellowships,Institute for Astronomy,Other,/ad/964a860d,United States of America
1409,1409,2020,7,2020,Postdoctoral Research Position in Millimeter Astronomy for NOEMA,Post-doctoral Positions and Fellowships,IRAM,Research Laboratory,/ad/47c77619,France
1410,1410,2022,6,2022, Postdoctoral positions in Observational Cosmology in the ERC Funded Project “DarkQuest”,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/6b70160d,Germany
1411,1411,2020,12,2020,"PhD position on Dark matter theory, Astroparticle physics and Machine learning",Pre-doctoral/Graduate Positions,University of Amsterdam,Large Academic,/ad/0f39b6c2,Netherlands
1412,1412,2020,1,2019,"Project Assistant Professor, National Astronomical Observatory of Japan (NAOJ)",Faculty Positions (visiting and non-tenure),National Astronomical Observatory of Japan,Foreign,/ad/65eec670,Japan
1413,1413,2020,10,2020,PhD positions in theoretical astrophysics and cosmology at the University of Zurich,Pre-doctoral/Graduate Positions,University of Zurich,Large Academic,/ad/82a12977,Switzerland
1414,1414,2021,4,2020,Director,Other,ASTRON,Research Laboratory,/ad/e2c58da0,Netherlands
1415,1415,2019,9,2019,Postdoctoral position in X-ray analysis of ram-pressure stripped galaxies in nearby clusters,Post-doctoral Positions and Fellowships,INAF/Padova Astronomical Observatory,Research Laboratory,/ad/dd0263ff,Italy
1416,1416,2020,12,2020,Research Associate (LAr TPC Neutrino),Post-doctoral Positions and Fellowships,Fermi National Accelerator Laboratory,Other,/ad/1f93c6f6,United States of America
1417,1417,2019,11,2019, Lecturer (or Reader or Chair) in Observational Astronomy,Faculty Positions (tenure and tenure-track),The University of Edinburgh,Foreign,/ad/c76caf3c,United Kingdom of Great Britain and Northern Ireland
1418,1418,2022,1,2021,Postdoctoral Fellowships in Applied Deep Learning,Post-doctoral Positions and Fellowships,Vanderbilt University,Large Academic,/ad/36bae857,United States of America
1419,1419,2019,12,2019,"Assistant or Mid-level Professor Position in Particle Astrophysics, Cosmology, and Gravitational Waves",Faculty Positions (tenure and tenure-track),University of California Riverside,Large Academic,/ad/700d4c9b,United States of America
1420,1420,2021,11,2021,Research Fellow in Strong Gravitational Lensing,Post-doctoral Positions and Fellowships,UNIVERISTY OF PORTSMOUTH,Large Academic,/ad/ce53d2cf,United Kingdom of Great Britain and Northern Ireland
1421,1421,2021,1,2020,2 Postdoctoral Associate positions in Exoplanet Atmosphere Modelling,Post-doctoral Positions and Fellowships,University of Geneva,Large Academic,/ad/82589e1a,Switzerland
1422,1422,2020,4,2019,DESI High Performance Computing Developer,Scientific/Technical Staff,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/344ec930,United States of America
1423,1423,2021,8,2021,Postdoctoral position in FRB and Galaxy Astrophysics,Post-doctoral Positions and Fellowships,National Chung Hsing University,Foreign,/ad/2e1b17dc,Taiwan
